InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
100081,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,3,10/29/2024 17:00,3.27,,Canada
100081,SKU-DRY-001,Basmati Long Grain Rice 5kg,2,2024-12-04 16:00:00,12.42,CUST-1076,Australia
100082,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/07/20,8.67,CUST-1452,United Kingdom
100082,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,2024/01/14,5.06,CUST-1198,United States
100082,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,21-01-2024 00:00,3.02,CUST-1051,United Kingdom
100083,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,02/08/2024 04:00,6.28,CUST-1121,France
100083,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,20-01-2024 06:00,4.88,CUST-1252,United Kingdom
100083,SKU-BEV-002,Organic Green Tea 500ml,2,02/08/2024 08:00,2.47,CUST-1174,Germany
100084,SKU-BEV-003,Sparkling Mineral Water 1L,6,2024-04-06 16:00:00,2.04,CUST-1051,Germany
100084,SKU-BEV-003,Sparkling Mineral Water 1L,8,2024/10/25,2.04,CUST-1114,United Kingdom
100084,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,0,07/20/2024 01:00,4.3,CUST-1162,Australia
100085,SKU-PER-001,Antibacterial Hand Soap 300ml,5,2024/03/12,3.92,CUST-1045,France
C100085,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,-5,2024/08/17,5.07,CUST-1024,France
100085,SKU-BEV-003,Sparkling Mineral Water 1L,1,2024/10/09,1.72,CUST-1388,United Kingdom
C100086,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,-3,23-01-2024 19:00,4.4,CUST-1038,United States
100086,SKU-PER-001,Antibacterial Hand Soap 300ml,6,2024-11-25 13:00:00,4.39,CUST-1498,France
100086,SKU-FRZ-001,,3,30-06-2024 02:00,4.64,,United States
100087,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,11/23/2024 21:00,10.4,CUST-1401,Canada
100087,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,1,2024/03/03,5.27,CUST-1115,Australia
100087,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024-03-07 00:00:00,4.86,,Australia
100088,SKU-DRY-003,Whole Grain Pasta 500g,2,11/20/2024 03:00,2.45,CUST-1409,Australia
100088,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,11/02/2024 13:00,4.56,,United Kingdom
100088,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,10-04-2024 22:00,10.91,CUST-1438,Canada
100089,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024/12/22,4.07,CUST-1054,United States
100089,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,2024/08/22,6.64,CUST-1316,France
100089,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,08/14/2024 07:00,12.09,CUST-1159,Canada
100090,SKU-PER-002,Moisturizing Face Cleanser 150ml,8,03/08/2024 01:00,9.82,CUST-1330,Canada
100090,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,2,2024/10/04,7.13,CUST-1259,Australia
100090,SKU-BEV-001,Cold Brew Coffee 250ml,5,04/28/2024 14:00,3.46,CUST-1101,Canada
100091,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024-03-25 13:00:00,9.83,CUST-1176,Germany
C100091,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,-6,02-03-2024 16:00,4.3,CUST-1115,Germany
100091,SKU-DRY-003,Whole Grain Pasta 500g,2,2024-01-14 16:00:00,1.98,CUST-1482,France
100092,SKU-DRY-001,Basmati Long Grain Rice 5kg,7,14-09-2024 00:00,12.22,CUST-1003,France
100092,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,12-09-2024 11:00,5.65,CUST-1133,France
100092,SKU-BEV-003,Sparkling Mineral Water 1L,8,12/19/2024 03:00,1.95,CUST-1369,Canada
100093,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,2024/10/12,5.83,CUST-1113,France
100093,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,01-09-2024 17:00,5.33,CUST-1132,Australia
100093,SKU-BEV-003,Sparkling Mineral Water 1L,7,2024-08-17 03:00:00,1.99,CUST-1299,United States
100094,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,5,2024/02/18,7.22,,United Kingdom
100094,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024/10/06,2.97,CUST-1160,United States
100094,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,04/25/2024 02:00,2.62,CUST-1494,United States
100095,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,2024-09-11 16:00:00,3.02,CUST-1115,Germany
100095,SKU-BEV-002,Organic Green Tea 500ml,4,18-09-2024 20:00,2.34,CUST-1172,France
100095,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,30-11-2024 15:00,3.69,CUST-1067,United States
100096,SKU-BEV-003,Sparkling Mineral Water 1L,8,25-03-2024 01:00,1.72,CUST-1304,France
100096,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,2024-01-14 11:00:00,6.27,CUST-1355,United States
100096,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,09-03-2024 22:00,9.75,CUST-1144,United States
100097,SKU-PER-001,Antibacterial Hand Soap 300ml,5,16-05-2024 08:00,4.07,CUST-1466,Canada
100097,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024-01-09 16:00:00,4.19,CUST-1370,Germany
100097,SKU-DRY-002,Extra Virgin Olive Oil 750ml,8,21-07-2024 02:00,13.08,CUST-1160,United States
100098,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,2,2024-02-01 07:00:00,4.5,CUST-1449,Germany
100098,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024/03/18,1.97,CUST-1453,United States
100098,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,8,02/10/2024 00:00,3.87,CUST-1398,United States
100099,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,2024/03/30,4.66,CUST-1360,Australia
100099,SKU-PER-001,Antibacterial Hand Soap 300ml,7,01-06-2024 21:00,4.4,CUST-1339,Canada
100099,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024-02-07 06:00:00,7.18,,United Kingdom
100100,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,9,02/04/2024 08:00,6.01,CUST-1045,Canada
100100,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,2024-01-13 03:00:00,14.71,CUST-1326,Australia
100100,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,07-11-2024 10:00,9.16,CUST-1242,Germany
C100101,SKU-BEV-002,Organic Green Tea 500ml,-5,03/07/2024 12:00,2.59,CUST-1054,United Kingdom
100101,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,4,2024-10-06 08:00:00,5.76,CUST-1097,United States
100101,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024/03/25,4.0,CUST-1283,Australia
100102,SKU-DRY-003,Whole Grain Pasta 500g,6,04/30/2024 23:00,2.12,CUST-1196,Australia
100102,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,18-06-2024 11:00,4.68,CUST-1453,Germany
100102,SKU-DRY-003,Whole Grain Pasta 500g,6,08/02/2024 07:00,2.05,CUST-1332,United Kingdom
100103,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,2024-08-08 01:00:00,3.99,CUST-1457,Germany
C100103,SKU-DRY-001,Basmati Long Grain Rice 5kg,-5,2024-01-09 17:00:00,13.65,CUST-1146,United Kingdom
100103,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,07/20/2024 11:00,4.26,CUST-1442,France
100104,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,14-12-2024 18:00,2.88,CUST-1494,United States
100104,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,6,10/29/2024 11:00,3.12,CUST-1397,United Kingdom
100104,  SKU-BEV-003  ,Sparkling Mineral Water 1L,3,02/20/2024 20:00,1.59,CUST-1082,Germany
100105,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024-04-15 16:00:00,12.55,CUST-1251,Australia
100105,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,7,08/04/2024 23:00,5.42,CUST-1178,United Kingdom
100105,SKU-SNK-003,Dark Chocolate 70% Bar 100g,7,03-09-2024 07:00,3.32,CUST-1004,Germany
100106,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,6,2024-06-15 10:00:00,5.39,CUST-1144,Australia
100106,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024/12/17,3.44,CUST-1497,Australia
100106,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,02/14/2024 16:00,11.08,CUST-1359,France
C100107,SKU-PER-002,Moisturizing Face Cleanser 150ml,-3,02/19/2024 05:00,8.61,CUST-1036,United Kingdom
100107,SKU-DRY-001,Basmati Long Grain Rice 5kg,6,2024/09/21,11.11,CUST-1316,France
100107,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,19-02-2024 13:00,4.22,CUST-1224,France
100108,SKU-BEV-003,Sparkling Mineral Water 1L,5,12/30/2024 04:00,1.95,CUST-1346,France
100108,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024-04-06 12:00:00,3.86,CUST-1379,Germany
100108,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,12/15/2024 21:00,5.27,CUST-1436,Australia
100109,SKU-DRY-003,Whole Grain Pasta 500g,4,19-02-2024 22:00,1.99,CUST-1343,United States
100109,SKU-BEV-002,Organic Green Tea 500ml,4,12-05-2024 02:00,2.61,CUST-1413,Canada
100109,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,06/17/2024 01:00,3.07,CUST-1245,Germany
100110,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,03/15/2024 07:00,13.55,CUST-1375,United States
100110,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,5,2024-01-13 17:00:00,5.18,CUST-1457,Canada
100110,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024/09/06,1.92,CUST-1203,United States
100111,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,6,04/23/2024 05:00,7.37,CUST-1247,United States
100111,SKU-DRY-002,Extra Virgin Olive Oil 750ml,8,2024-06-07 04:00:00,15.23,CUST-1469,United States
100111,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,2024-08-09 05:00:00,10.98,CUST-1089,Canada
100112,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,23-02-2024 03:00,10.04,CUST-1246,United States
100112,SKU-BEV-003,Sparkling Mineral Water 1L,6,10/27/2024 07:00,1.67,CUST-1418,United Kingdom
100112,SKU-SNK-003,Dark Chocolate 70% Bar 100g,8,2024/03/18,3.38,CUST-1065,United Kingdom
100113,SKU-DRY-003,Whole Grain Pasta 500g,8,01/27/2024 18:00,1.98,CUST-1009,France
100113,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,02/28/2024 12:00,6.09,CUST-1406,United Kingdom
100113,SKU-DRY-003,,8,06/29/2024 13:00,2.16,CUST-1055,Australia
100114,SKU-DRY-003,Whole Grain Pasta 500g,5,10/13/2024 13:00,2.45,CUST-1385,Canada
100114,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,3,2024/01/01,4.13,CUST-1404,Germany
100114,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,2024/03/07,3.58,CUST-1209,United States
100115,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,2024-01-05 20:00:00,4.55,CUST-1218,Germany
100115,SKU-DRY-003,Whole Grain Pasta 500g,4,16-10-2024 03:00,2.12,CUST-1091,Australia
100115,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024/08/23,5.75,CUST-1082,Australia
100116,SKU-SNK-003,Dark Chocolate 70% Bar 100g,5,02/05/2024 12:00,3.59,CUST-1045,United Kingdom
100116,SKU-PER-001,Antibacterial Hand Soap 300ml,2,2024/01/26,4.45,,United Kingdom
100116,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,01/08/2024 07:00,14.58,CUST-1357,United Kingdom
100117,SKU-SNK-003,Dark Chocolate 70% Bar 100g,8,2024-06-12 07:00:00,3.07,CUST-1102,France
100117,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,4,02-03-2024 13:00,4.91,CUST-1493,Canada
100117,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024/04/29,5.5,CUST-1131,Australia
100118,SKU-DRY-002,Extra Virgin Olive Oil 750ml,3,2024/09/14,16.51,CUST-1014,Germany
100118,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,05/30/2024 10:00,9.55,CUST-1147,France
100118,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,02/21/2024 21:00,3.68,CUST-1465,France
100119,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,6,14-06-2024 05:00,3.6,CUST-1471,France
100119,SKU-BEV-001,Cold Brew Coffee 250ml,5,2024/01/29,4.47,CUST-1093,Australia
100119,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,2024-03-28 13:00:00,3.38,CUST-1397,United States
C100120,SKU-DRY-002,Extra Virgin Olive Oil 750ml,-8,2024-08-03 11:00:00,14.85,CUST-1280,Germany
100120,SKU-PER-001,Antibacterial Hand Soap 300ml,5,22-08-2024 05:00,4.15,CUST-1230,United Kingdom
100120,SKU-PER-002,Moisturizing Face Cleanser 150ml,8,2024-06-05 00:00:00,10.16,CUST-1378,United States
100121,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,01-04-2024 19:00,14.77,CUST-1030,Germany
100121,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,2024/03/06,9.57,CUST-1210,France
100121,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,2,29-04-2024 03:00,2.98,CUST-1146,United Kingdom
100122,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/08/18,11.04,CUST-1162,France
100122,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,26-09-2024 23:00,11.3,CUST-1085,United States
100122,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,2024-06-20 18:00:00,2.63,,Australia
100123,SKU-BEV-002,Organic Green Tea 500ml,4,11-03-2024 22:00,2.81,CUST-1226,United Kingdom
100123,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024-01-20 12:00:00,1.7,CUST-1139,United Kingdom
100123,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,2024/04/30,3.96,CUST-1177,United Kingdom
100124,SKU-DRY-002,Extra Virgin Olive Oil 750ml,10,29-07-2024 04:00,12.37,CUST-1146,United States
C100124,SKU-DRY-002,Extra Virgin Olive Oil 750ml,-5,21-11-2024 16:00,13.6,CUST-1210,Canada
100124,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024/09/23,1.86,CUST-1355,Germany
100125,SKU-DRY-003,Whole Grain Pasta 500g,8,2024/07/02,1.95,CUST-1358,United Kingdom
100125,SKU-BEV-003,,8,2024-02-03 21:00:00,1.67,CUST-1077,United Kingdom
100125,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,06-12-2024 05:00,5.21,,United States
100126,SKU-BEV-003,Sparkling Mineral Water 1L,4,11-05-2024 04:00,1.59,CUST-1226,United States
100126,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,7,03/05/2024 03:00,3.67,,Australia
100126,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,07/22/2024 23:00,15.23,CUST-1007,Germany
100127,SKU-DRY-001,Basmati Long Grain Rice 5kg,1,2024-06-14 22:00:00,13.73,CUST-1127,United States
100127,SKU-SNK-003,Dark Chocolate 70% Bar 100g,4,2024-02-10 23:00:00,3.33,CUST-1285,Germany
100127,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,2024-05-11 17:00:00,12.91,CUST-1150,Canada
100128,SKU-BEV-003,Sparkling Mineral Water 1L,5,25-08-2024 08:00,1.97,,Germany
C100128,SKU-DRY-003,Whole Grain Pasta 500g,-4,2024/09/07,2.11,CUST-1397,Germany
100128,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,09/21/2024 12:00,10.14,CUST-1056,France
100129,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,03/29/2024 14:00,6.47,CUST-1336,Australia
100129,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,03-02-2024 12:00,4.69,CUST-1426,France
100129,SKU-DRY-003,Whole Grain Pasta 500g,4,10-10-2024 22:00,2.27,CUST-1039,Australia
100130,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,4,2024/06/06,3.6,CUST-1212,France
100130,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,2024/11/09,9.03,CUST-1307,Germany
100130,SKU-DRY-003,Whole Grain Pasta 500g,4,09-08-2024 15:00,2.4,CUST-1192,France
C100131,SKU-DRY-002,Extra Virgin Olive Oil 750ml,-7,2024/11/01,13.56,CUST-1003,United Kingdom
100131,SKU-SNK-003,Dark Chocolate 70% Bar 100g,3,15-01-2024 19:00,3.36,CUST-1079,Germany
100131,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,8,08-06-2024 01:00,2.9,CUST-1405,Canada
100132,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,5,06-03-2024 02:00,3.75,CUST-1450,Canada
100132,SKU-BEV-002,Organic Green Tea 500ml,5,2024-06-03 18:00:00,2.16,CUST-1167,United Kingdom
100132,SKU-PER-002,Moisturizing Face Cleanser 150ml,2,2024/09/25,8.76,CUST-1172,Australia
100133,SKU-DRY-003,Whole Grain Pasta 500g,6,29-09-2024 12:00,2.37,CUST-1249,Australia
100133,SKU-PER-001,Antibacterial Hand Soap 300ml,7,12/23/2024 21:00,4.16,CUST-1211,Germany
100133,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,17-01-2024 12:00,3.61,CUST-1473,United Kingdom
100134,SKU-BEV-003,Sparkling Mineral Water 1L,6,2024-02-28 13:00:00,1.85,CUST-1175,United States
100134,SKU-DRY-002,Extra Virgin Olive Oil 750ml,6,16-01-2024 12:00,13.21,CUST-1373,France
100134,SKU-BEV-001,,2,2024-09-14 02:00:00,3.63,CUST-1483,Canada
C100135,SKU-PER-002,Moisturizing Face Cleanser 150ml,-4,2024-09-02 21:00:00,10.44,CUST-1050,Canada
100135,SKU-DRY-003,Whole Grain Pasta 500g,5,03/01/2024 02:00,2.23,CUST-1156,Canada
100135,SKU-BEV-001,Cold Brew Coffee 250ml,2,24-08-2024 17:00,4.58,,Canada
100136,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,3,21-01-2024 02:00,6.29,CUST-1347,France
100136,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,06/13/2024 02:00,13.4,CUST-1297,United Kingdom
100136,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,12/23/2024 14:00,5.93,CUST-1034,France
100137,SKU-SNK-003,Dark Chocolate 70% Bar 100g,6,2024-04-09 08:00:00,3.21,CUST-1457,France
100137,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,6,2024-05-08 07:00:00,5.72,CUST-1305,France
100137,SKU-BEV-002,Organic Green Tea 500ml,2,11/21/2024 08:00,2.65,CUST-1070,United Kingdom
100138,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,11-01-2024 05:00,5.25,CUST-1488,Australia
100138,SKU-SNK-003,Dark Chocolate 70% Bar 100g,4,11/08/2024 08:00,3.4,CUST-1480,Australia
100138,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024-01-27 06:00:00,8.62,CUST-1376,Canada
100139,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,02/03/2024 15:00,9.4,CUST-1313,France
100139,SKU-BEV-003,Sparkling Mineral Water 1L,4,2024/11/12,1.62,CUST-1201,Canada
100139,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024/05/17,15.15,CUST-1046,Canada
100140,SKU-BEV-002,Organic Green Tea 500ml,3,2024/12/23,2.57,,Germany
100140,SKU-PER-002,Moisturizing Face Cleanser 150ml,7,04/12/2024 11:00,10.63,CUST-1228,United Kingdom
100140,SKU-BEV-003,Sparkling Mineral Water 1L,5,2024-05-18 11:00:00,1.77,,United Kingdom
100141,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024/11/20,10.29,CUST-1285,United Kingdom
100141,SKU-BEV-003,Sparkling Mineral Water 1L,5,07-02-2024 14:00,1.88,CUST-1025,United Kingdom
100141,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,2024/05/01,4.73,CUST-1419,Canada
100142,SKU-BEV-002,Organic Green Tea 500ml,7,2024/07/18,2.32,CUST-1313,Australia
100142,SKU-PER-002,Moisturizing Face Cleanser 150ml,8,2024-12-27 02:00:00,11.29,CUST-1162,Australia
100142,SKU-SNK-003,,5,2024/03/29,3.28,CUST-1099,United States
100143,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,5,03/21/2024 12:00,4.86,CUST-1005,France
100143,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,7,16-02-2024 07:00,5.39,CUST-1291,United States
100143,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,13-08-2024 15:00,2.97,CUST-1235,Australia
100144,SKU-DRY-002,Extra Virgin Olive Oil 750ml,5,2024-10-09 14:00:00,15.48,CUST-1350,Germany
100144,SKU-BEV-003,Sparkling Mineral Water 1L,7,2024-07-10 11:00:00,1.81,CUST-1059,Germany
100144,SKU-SNK-003,Dark Chocolate 70% Bar 100g,7,22-01-2024 14:00,3.03,CUST-1154,Germany
100145,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,4,2024-05-17 23:00:00,4.96,CUST-1375,Germany
100145,SKU-BEV-003,Sparkling Mineral Water 1L,3,03/08/2024 01:00,1.73,CUST-1022,Australia
100145,SKU-SNK-003,Dark Chocolate 70% Bar 100g,9,2024-11-14 17:00:00,3.53,CUST-1107,United Kingdom
100146,SKU-DRY-003,Whole Grain Pasta 500g,5,2024/08/05,1.96,CUST-1052,Germany
100146,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,5,06-04-2024 15:00,5.18,,France
100146,SKU-DRY-001,Basmati Long Grain Rice 5kg,5,2024-02-06 17:00:00,13.36,CUST-1315,Germany
100147,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,2,2024-12-30 04:00:00,3.85,CUST-1239,Germany
100147,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,11,2024/11/13,4.31,CUST-1358,Germany
100147,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,2024/08/09,4.23,CUST-1178,United Kingdom
100148,SKU-DRY-001,Basmati Long Grain Rice 5kg,2,14-03-2024 00:00,12.22,CUST-1124,Canada
100148,SKU-SNK-003,Dark Chocolate 70% Bar 100g,9,2024/05/22,3.57,CUST-1039,France
100148,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,2024/03/19,14.26,CUST-1350,Canada
100149,SKU-PER-002,Moisturizing Face Cleanser 150ml,4,2024-02-11 23:00:00,10.23,CUST-1338,Australia
100149,SKU-PER-001,Antibacterial Hand Soap 300ml,1,11/01/2024 06:00,3.99,CUST-1479,Germany
100149,SKU-PER-001,Antibacterial Hand Soap 300ml,5,2024/01/06,3.69,,Germany
100150,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,01/22/2024 06:00,5.7,CUST-1108,Canada
100150,SKU-DRY-003,,3,19-09-2024 13:00,2.52,,France
100150,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,10/25/2024 03:00,9.74,CUST-1217,Canada
100151,SKU-DRY-003,Whole Grain Pasta 500g,5,2024/11/03,2.26,CUST-1256,Australia
100151,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024/01/26,3.97,CUST-1439,Germany
100151,SKU-BEV-002,Organic Green Tea 500ml,8,2024-12-23 06:00:00,2.61,CUST-1296,United States
100152,SKU-DRY-003,Whole Grain Pasta 500g,8,2024/01/08,2.24,CUST-1150,United States
100152,SKU-PER-001,Antibacterial Hand Soap 300ml,4,26-07-2024 13:00,3.83,CUST-1319,Canada
100152,SKU-DRY-003,Whole Grain Pasta 500g,8,22-02-2024 11:00,2.04,CUST-1465,United Kingdom
100153,SKU-SNK-003,Dark Chocolate 70% Bar 100g,2,29-04-2024 17:00,2.97,CUST-1495,United Kingdom
100153,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,3,2024/10/08,5.2,CUST-1328,United States
100153,SKU-DRY-002,Extra Virgin Olive Oil 750ml,4,2024/09/29,15.6,CUST-1242,Australia
100154,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024/07/16,4.03,CUST-1181,Canada
100154,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,05-07-2024 02:00,9.26,CUST-1123,Australia
100154,SKU-DRY-003,Whole Grain Pasta 500g,1,08/18/2024 08:00,1.87,CUST-1350,United Kingdom
C100155,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,-2,2024-05-11 19:00:00,6.21,CUST-1326,United States
100155,SKU-PER-001,Antibacterial Hand Soap 300ml,4,2024/03/29,4.33,CUST-1129,France
100155,SKU-PER-002,Moisturizing Face Cleanser 150ml,5,05-11-2024 13:00,10.49,CUST-1141,Canada
100156,SKU-BEV-001,Cold Brew Coffee 250ml,4,25-06-2024 06:00,4.56,CUST-1055,Canada
100156,SKU-PER-002,Moisturizing Face Cleanser 150ml,6,2024/03/13,8.71,CUST-1459,France
100156,SKU-FRZ-001,Frozen Organic Mixed Berries 400g,7,2024/01/26,5.37,CUST-1251,Canada
C100157,SKU-HOU-002,Multi-Surface Disinfectant Wipes 80ct,-4,02/17/2024 20:00,5.47,CUST-1183,Germany
100157,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,02-03-2024 21:00,8.73,CUST-1090,Canada
100157,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,4,2024-09-23 07:00:00,4.81,CUST-1098,Australia
100158,SKU-DRY-001,Basmati Long Grain Rice 5kg,4,13-02-2024 00:00,14.2,CUST-1172,United States
100158,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,4,2024/12/23,3.02,,Canada
100158,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,02/01/2024 06:00,13.07,CUST-1233,Australia
100159,SKU-HOU-003,Microfiber Cleaning Towels 4-Pack,8,2024-03-13 14:00:00,5.96,CUST-1377,Germany
100159,SKU-PER-002,Moisturizing Face Cleanser 150ml,3,03-04-2024 18:00,10.78,CUST-1072,United Kingdom
100159,SKU-DRY-003,,5,2024/04/22,1.95,CUST-1080,Canada
100160,SKU-BEV-001,Cold Brew Coffee 250ml,4,2024-05-02 11:00:00,3.73,CUST-1064,France
100160,SKU-DRY-002,Extra Virgin Olive Oil 750ml,7,10/08/2024 06:00,12.49,CUST-1321,Germany
100160,SKU-BEV-001,Cold Brew Coffee 250ml,9,06/09/2024 20:00,3.51,CUST-1112,France
100161,SKU-SNK-002,Roasted Almonds & Cranberry Mix 200g,6,02/06/2024 05:00,6.06,CUST-1472,France
100161,SKU-SNK-001,Artisan Sea Salt Potato Chips 150g,5,23-10-2024 17:00,3.22,CUST-1090,United States
100161,SKU-BEV-002,Organic Green Tea 500ml,2,02/18/2024 08:00,2.36,CUST-1398,United Kingdom
100162,SKU-HOU-001,Eco-Friendly Dishwashing Liquid 1L,3,10/08/2024 15:00,3.86,CUST-1475,United Kingdom
